iter	Passed	Remaining
1664	579594	146552
1665	580064	146234
1666	580459	145898
1667	580767	145540
1668	581126	145194
1669	581671	144895
1670	582070	144559
1671	582549	144243
1672	582909	143898
1673	583637	143643
1674	585076	143562
1675	585557	143245
1676	586023	142923
1677	586615	142633
1678	587181	142336
1679	587696	142026
1680	588229	141721
1681	588654	141389
1682	589077	141056
1683	589762	140786
1684	590539	140537
1685	591141	140247
1686	591862	139984
1687	592550	139712
1688	593230	139439
1689	593717	139119
1690	594250	138810
1691	594763	138497
1692	595216	138169
1693	595834	137879
1694	596457	137589
1695	597022	137286
1696	597610	136989
1697	598136	136676
1698	598716	136376
1699	599290	136074
1700	600244	135857
1701	600840	135559
1702	601535	135283
1703	602243	135009
1704	603484	134854
1705	604648	134681
1706	606087	134567
1707	607008	134337
1708	607795	134077
1709	608265	133747
1710	608491	133363
1711	608691	132973
1712	608927	132591
1713	609183	132214
1714	609380	131825
1715	609588	131438
1716	609792	131050
1717	610056	130675
1718	610275	130291
1719	610525	129914
1720	610812	129544
1721	611009	129156
1722	611251	128777
1723	611483	128397
1724	611714	128016
1725	611947	127636
1726	612178	127256
1727	612384	126871
1728	612598	126488
1729	612804	126103
1730	613007	125717
1731	613216	125334
1732	613431	124951
1733	613639	124568
1734	613872	124189
1735	614129	123816
1736	614369	123439
1737	614629	123067
1738	614884	122694
1739	615170	122327
1740	615409	121950
1741	615669	121578
1742	615958	121212
1743	616241	120845
1744	616511	120475
1745	616792	120108
1746	617061	119738
1747	617286	119360
1748	617527	118986
1749	617803	118618
1750	618074	118249
1751	618300	117872
1752	618542	117498
1753	618774	117122
1754	619009	116747
1755	619291	116381
1756	619568	116014
1757	619817	115642
1758	620099	115277
1759	620331	114902
1760	620606	114535
1761	620911	114174
1762	621286	113826
1763	621613	113469
1764	621847	113095
1765	622166	112736
1766	622439	112370
1767	622691	111999
1768	622946	111630
1769	623221	111264
1770	623503	110899
1771	623762	110531
1772	624025	110163
1773	624251	109789
1774	624487	109417
1775	624718	109044
1776	624942	108670
1777	625181	108299
1778	625424	107928
1779	625649	107555
1780	625918	107189
1781	626121	106813
1782	626336	106438
1783	626534	106061
1784	626745	105686
1785	626951	105311
1786	627146	104933
1787	627333	104555
1788	627547	104182
1789	627736	103804
1790	627943	103430
1791	628149	103055
1792	628375	102684
1793	628569	102308
1794	628758	101932
1795	628960	101558
1796	629174	101186
1797	629386	100813
1798	629607	100443
1799	629800	100068
1800	630006	99695
1801	630372	99348
1802	630830	99015
1803	631048	98644
1804	631313	98282
1805	631822	97956
1806	632081	97593
1807	632339	97229
1808	632568	96860
1809	632783	96490
1810	633020	96123
1811	633245	95755
1812	633466	95386
1813	633747	95027
1814	633979	94660
1815	634198	94291
1816	634412	93922
1817	634652	93557
1818	634870	93188
1819	635092	92821
1820	635300	92451
1821	635536	92086
1822	635765	91720
1823	636026	91359
1824	636285	90997
1825	636560	90638
1826	636851	90281
1827	637107	89919
1828	637360	89557
1829	637615	89196
1830	637848	88831
1831	638209	88485
1832	638689	88155
1833	639095	87814
1834	639347	87452
1835	639609	87092
1836	639848	86729
1837	640097	86367
1838	640377	86010
1839	640662	85653
1840	640952	85297
1841	641204	84936
1842	641451	84575
1843	641710	84215
1844	642052	83867
1845	642334	83510
1846	642567	83147
1847	642795	82784
1848	643020	82420
1849	643232	82055
1850	643439	81690
1851	643647	81324
1852	643854	80959
1853	644042	80592
1854	644276	80230
1855	644493	79867
1856	644700	79502
1857	644889	79136
1858	645103	78772
1859	645308	78408
1860	645519	78045
1861	645722	77680
1862	645921	77316
1863	646104	76950
1864	646306	76586
1865	646516	76223
1866	646726	75861
1867	646921	75497
1868	647112	75132
1869	647332	74772
1870	647534	74409
1871	647745	74047
1872	647950	73685
1873	648159	73324
1874	648386	72965
1875	648646	72609
1876	648889	72252
1877	649143	71896
1878	649356	71536
1879	649612	71180
1880	649827	70821
1881	650048	70462
1882	650271	70103
1883	650512	69747
1884	650778	69393
1885	650995	69034
1886	651353	68690
1887	651618	68337
1888	651861	67981
1889	652154	67630
1890	652478	67283
1891	652768	66932
1892	653021	66578
1893	653270	66223
1894	653523	65869
1895	653768	65514
1896	654033	65162
1897	654290	64808
1898	654560	64456
1899	654809	64102
1900	655058	63748
1901	655361	63399
1902	655634	63048
1903	655865	62692
1904	656136	62341
1905	656385	61988
1906	656651	61636
1907	656923	61285
1908	657207	60935
1909	657492	60585
1910	657754	60233
1911	658014	59882
1912	658339	59536
1913	658636	59187
1914	658926	58838
1915	659225	58490
1916	659515	58141
1917	659816	57794
1918	660111	57445
1919	660410	57098
1920	660699	56749
1921	660974	56399
1922	661277	56052
1923	661540	55701
1924	661819	55352
1925	662079	55001
1926	662337	54650
1927	662602	54300
1928	662990	53960
1929	663327	53616
1930	663618	53268
1931	663881	52918
1932	664150	52568
1933	664411	52218
1934	664635	51865
1935	664927	51518
1936	665182	51167
1937	665432	50817
1938	665672	50466
1939	666010	50122
1940	666257	49771
1941	666471	49419
1942	666662	49064
1943	666861	48711
1944	667086	48359
1945	667301	48007
1946	667506	47654
1947	667741	47304
1948	667928	46950
1949	668177	46601
1950	668379	46248
1951	668594	45897
1952	668793	45545
1953	669003	45193
1954	669218	44842
1955	669415	44490
1956	669615	44139
1957	669817	43787
1958	670008	43435
1959	670210	43084
1960	670436	42735
1961	670645	42385
1962	670848	42034
1963	671063	41685
1964	671282	41335
1965	671467	40984
1966	671690	40636
1967	671930	40288
1968	672173	39941
1969	672413	39593
1970	672659	39247
1971	672878	38898
1972	673097	38550
1973	673449	38209
1974	673728	37865
1975	673944	37517
1976	674169	37169
1977	674389	36822
1978	674639	36476
1979	674857	36128
1980	675272	35791
1981	675689	35454
1982	675925	35108
1983	676149	34761
1984	676401	34416
1985	676640	34070
1986	676902	33725
1987	677124	33379
1988	677373	33034
1989	677592	32687
1990	677792	32340
1991	678037	31995
1992	678263	31650
1993	678516	31305
1994	678784	30962
1995	679021	30617
1996	679279	30273
1997	679527	29929
1998	679761	29584
1999	679995	29239
2000	680218	28894
2001	680696	28560
2002	681101	28223
2003	681379	27880
2004	681776	27543
2005	682417	27215
2006	683361	26898
2007	684521	26589
2008	685971	26291
2009	686481	25956
2010	686876	25616
2011	687188	25274
2012	687460	24930
2013	687795	24588
2014	688062	24244
2015	688339	23900
2016	688638	23557
2017	688966	23215
2018	689315	22874
2019	689638	22532
2020	689923	22189
2021	690242	21847
2022	690551	21505
2023	690857	21162
2024	691170	20820
2025	691496	20478
2026	691781	20135
2027	692160	19795
2028	692544	19455
2029	692879	19113
2030	693245	18773
2031	693686	18434
2032	694221	18098
2033	694539	17756
2034	694872	17414
2035	695160	17071
2036	695468	16729
2037	695729	16386
2038	695982	16042
2039	696208	15698
2040	696465	15355
2041	696738	15012
2042	696967	14669
2043	697185	14325
2044	697422	13982
2045	697658	13639
2046	697882	13296
2047	698136	12953
2048	698356	12610
2049	698573	12267
2050	698796	11924
2051	699060	11582
2052	699291	11240
2053	699517	10898
2054	699730	10555
2055	699958	10213
2056	700186	9871
2057	700411	9529
2058	700623	9187
2059	700860	8845
2060	701111	8504
2061	701365	8163
2062	701617	7822
2063	701852	7480
2064	702140	7140
2065	702775	6803
2066	703250	6464
2067	703563	6123
2068	703873	5783
2069	704180	5442
2070	704617	5103
2071	705257	4765
2072	705895	4426
2073	706466	4087
2074	706869	3747
2075	707202	3406
2076	707485	3065
2077	707768	2724
2078	708060	2384
2079	708294	2043
2080	708533	1702
2081	708783	1361
2082	709030	1021
2083	709266	680
2084	709489	340
2085	709750	0
